Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2/8/2023,South Dakota,2021,32,8/14/2021,161.00,139.00,,34.00,,,,,,0.00,,30.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2021,33,8/21/2021,163.00,153.00,0.00,34.00,,,,,,,0.00,34.00,,10.00,10.00,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,34,8/28/2021,182.00,162.00,,41.00,,12.00,,,,,,25.00,,13.00,11.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,35,9/4/2021,197.00,175.00,,33.00,,,,,,0.00,0.00,39.00,10.00,29.00,28.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
2/8/2023,South Dakota,2021,36,9/11/2021,186.00,169.00,,30.00,,10.00,,,,,,33.00,,21.00,18.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,37,9/18/2021,177.00,163.00,,39.00,,12.00,0.00,14.00,,,,30.00,,24.00,21.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,38,9/25/2021,215.00,200.00,0.00,35.00,,,,14.00,,,,52.00,,31.00,30.00,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,39,10/2/2021,206.00,185.00,,35.00,,10.00,,,,,,38.00,,31.00,30.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,40,10/9/2021,176.00,158.00,,31.00,,,0.00,,,,,28.00,,20.00,20.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,41,10/16/2021,198.00,180.00,,29.00,,,,,,,,31.00,,27.00,25.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,42,10/23/2021,190.00,178.00,,31.00,,,,17.00,,,,32.00,,31.00,28.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,43,10/30/2021,198.00,174.00,0.00,28.00,,,,13.00,,,,37.00,13.00,26.00,25.00,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,South Dakota,2021,44,11/6/2021,214.00,203.00,,42.00,11.00,10.00,,,,0.00,0.00,40.00,12.00,25.00,24.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
2/8/2023,South Dakota,2021,45,11/13/2021,200.00,176.00,,17.00,,11.00,,,,0.00,0.00,35.00,,36.00,30.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,46,11/20/2021,219.00,203.00,,44.00,,12.00,,,,0.00,,40.00,,37.00,30.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,47,11/27/2021,217.00,203.00,,33.00,13.00,10.00,,,,0.00,,34.00,,42.00,38.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,48,12/4/2021,219.00,198.00,,42.00,11.00,11.00,,,,,,32.00,,35.00,32.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,49,12/11/2021,229.00,210.00,,39.00,,,,10.00,,,,39.00,10.00,31.00,30.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,South Dakota,2021,50,12/18/2021,212.00,201.00,,38.00,,,,14.00,,0.00,0.00,37.00,,52.00,51.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,51,12/25/2021,194.00,177.00,,33.00,,,,12.00,,,0.00,26.00,,32.00,30.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2021,52,1/1/2022,216.00,197.00,,33.00,,12.00,,14.00,,,0.00,29.00,,38.00,33.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2022,1,1/8/2022,233.00,219.00,,36.00,,11.00,,,,,0.00,46.00,,55.00,51.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2022,2,1/15/2022,234.00,213.00,,27.00,,15.00,,17.00,,,0.00,44.00,,34.00,31.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2022,3,1/22/2022,215.00,196.00,,37.00,,10.00,,,,0.00,0.00,46.00,13.00,33.00,31.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
2/8/2023,South Dakota,2022,4,1/29/2022,226.00,212.00,,34.00,,12.00,,12.00,0.00,,,48.00,11.00,44.00,41.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,South Dakota,2022,5,2/5/2022,219.00,203.00,,48.00,,,,,,,0.00,37.00,,46.00,38.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2022,6,2/12/2022,214.00,194.00,,31.00,,,,,,,,34.00,,43.00,29.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2022,7,2/19/2022,223.00,206.00,,30.00,,,,13.00,,,,46.00,,38.00,30.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2022,8,2/26/2022,160.00,147.00,,34.00,,,,,,,,27.00,,21.00,12.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2022,9,3/5/2022,147.00,133.00,0.00,21.00,,,,,,,0.00,39.00,,15.00,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,10,3/12/2022,168.00,153.00,,29.00,,10.00,,,,0.00,0.00,36.00,,15.00,15.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2022,11,3/19/2022,169.00,153.00,,27.00,,12.00,,,,,,34.00,,11.00,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,12,3/26/2022,176.00,152.00,,28.00,,13.00,,10.00,,,,32.00,12.00,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,13,4/2/2022,187.00,169.00,0.00,42.00,,11.00,,14.00,,,0.00,46.00,,10.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,14,4/9/2022,164.00,149.00,,27.00,,,,,,,,35.00,11.00,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,15,4/16/2022,155.00,144.00,,38.00,,,,,0.00,,,37.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,16,4/23/2022,163.00,147.00,,35.00,,,,,,,,36.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,17,4/30/2022,177.00,155.00,,26.00,,,0.00,,,,,44.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,18,5/7/2022,151.00,141.00,,33.00,,10.00,,,,,,32.00,,0.00,0.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2022,19,5/14/2022,179.00,161.00,,41.00,,,0.00,,,0.00,0.00,34.00,12.00,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,20,5/21/2022,154.00,141.00,,28.00,,10.00,0.00,11.00,0.00,,0.00,43.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,21,5/28/2022,153.00,136.00,,29.00,,,,,,,0.00,23.00,12.00,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,22,6/4/2022,145.00,133.00,0.00,30.00,,,,,,,0.00,39.00,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,23,6/11/2022,159.00,140.00,0.00,32.00,,12.00,,,,,,26.00,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,24,6/18/2022,139.00,128.00,,29.00,,,,,0.00,,,25.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,25,6/25/2022,161.00,145.00,,40.00,,,,,0.00,,,32.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,26,7/2/2022,147.00,133.00,,36.00,,,,,,,0.00,29.00,11.00,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,27,7/9/2022,189.00,162.00,0.00,29.00,,,,15.00,,,,30.00,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,28,7/16/2022,163.00,144.00,,38.00,,,,,,,,30.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,29,7/23/2022,172.00,150.00,,38.00,,,,,,,0.00,35.00,10.00,10.00,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,30,7/30/2022,175.00,163.00,,34.00,11.00,,,,,,0.00,46.00,,10.00,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,31,8/6/2022,171.00,149.00,,31.00,,,,,,,0.00,43.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,32,8/13/2022,180.00,156.00,,31.00,,,,,,,0.00,35.00,11.00,10.00,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,33,8/20/2022,157.00,141.00,,25.00,,,,,,0.00,,36.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,34,8/27/2022,150.00,128.00,,36.00,,11.00,,,,,0.00,19.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,35,9/3/2022,144.00,126.00,,29.00,,,0.00,,,0.00,0.00,28.00,,11.00,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,36,9/10/2022,182.00,159.00,,36.00,,12.00,,,0.00,,,33.00,11.00,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,37,9/17/2022,154.00,136.00,,28.00,,,,,,0.00,,33.00,,13.00,10.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2/8/2023,South Dakota,2022,38,9/24/2022,173.00,155.00,,39.00,10.00,,,,0.00,0.00,0.00,31.00,10.00,10.00,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,39,10/1/2022,149.00,132.00,,19.00,,,,,,,,39.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,40,10/8/2022,145.00,133.00,,26.00,,,,,,,,32.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,41,10/15/2022,179.00,169.00,,36.00,,,,,,,0.00,36.00,10.00,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,42,10/22/2022,187.00,165.00,,42.00,,,0.00,,,0.00,,29.00,13.00,14.00,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,43,10/29/2022,177.00,160.00,,30.00,11.00,12.00,,,,,0.00,41.00,13.00,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,44,11/5/2022,182.00,168.00,,40.00,,,,10.00,,,,42.00,,14.00,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,45,11/12/2022,165.00,151.00,,41.00,,,,12.00,,,0.00,29.00,10.00,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,46,11/19/2022,168.00,154.00,,26.00,,10.00,,,,0.00,0.00,32.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,47,11/26/2022,189.00,172.00,,37.00,12.00,,,16.00,,,,30.00,11.00,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,48,12/3/2022,169.00,158.00,,27.00,11.00,,,,,,,36.00,,11.00,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,49,12/10/2022,154.00,136.00,,33.00,,,,10.00,0.00,,0.00,33.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,50,12/17/2022,192.00,179.00,,34.00,,,,10.00,,,,46.00,,10.00,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,51,12/24/2022,180.00,170.00,,32.00,,,,15.00,,,0.00,30.00,13.00,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2022,52,12/31/2022,150.00,145.00,,24.00,,,,,,,,26.00,10.00,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2023,1,1/7/2023,145.00,145.00,,24.00,,,,,,,,30.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2023,2,1/14/2023,128.00,128.00,,29.00,,,,,,,0.00,28.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2023,3,1/21/2023,79.00,79.00,,22.00,,,,,,0.00,0.00,15.00,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,South Dakota,2023,4,1/28/2023,10.00,10.00,0.00,,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2/8/2023,Tennessee,2020,1,1/4/2020,1614.00,1451.00,29.00,258.00,50.00,70.00,61.00,112.00,26.00,21.00,16.00,385.00,80.00,0.00,0.00,,,,,,,,,,,,,,,
2/8/2023,Tennessee,2020,2,1/11/2020,1687.00,1545.00,22.00,306.00,47.00,78.00,71.00,119.00,31.00,27.00,20.00,341.00,105.00,0.00,0.00,,,,,,,,,,,,,,,
